name,bio,summary,area,profession,nationality,x,y
habiba ghribi,"habiba ghribi is a tunisian middle - and long-distance runner who specialises in the 3000 metres steeplechase . she is the tunisian record holder in the event , having run 9:08.37 for second place at the 2012 summer olympics giving her country its first olympic medal by a woman . ghribi competed at the iaaf world cross country championships a number of times but found greater success on the track , winning a steeplechase silver at the 2006 african championships in athletics and a bronze in the 1500 metres at the 2009 mediterranean games . she represented tunisia at the 2008 beijing olympics , finishing thirteenth in the first ever women 's olympic steeplechase race . she was voted the best sportswoman of 2009 by the arabic daily newspaper `` assahafa '' . birth_place: kairouan tunisia | sport: athletics | birth_date: 9 april 1984","habiba ghribi is a tunisian middle - and long-distance runner who specialises in the 3000 metres steeplechase. she is the tunisian record holder in the event, having run 9:08.37 for second place at the 2012 summer olympics giving her country its first olympic medal by a woman. ghribi competed at the iaaf world cross country championships a number of times but found greater success on the track, winning a steeplechase silver at the 2006 african championships in athletics and a bronze in the 1500 metres at the 2009 mediterranean games. she represented tunisia at the 2008 beijing olympics, finishing thirteenth in the first ever women's olympic steeplechase race. she was voted the best sportswoman of 2009 by the arabic daily newspaper `` assahafa ''.",sports,athlete,tunisian,9.34353,7.678692
sam simmons,"sam simmons is an australian comedian and radio and tv presenter , based in los angeles . between simmons ' stand-up comedy and acting as a regular host on triple j as well as jtv interviewing bands , he developed his style of non-sequitur and surrealist humour . this led to his first television show , `` the urban monkey with murray foote '' , in 2009 , with janis mcgavin . in 2012 , simmons followed up with a sketch-style tv series `` problems '' , with a tone more similar to that of his surrealist stand-up shows . sam simmons performed at tedxsydney in 2014 and is now working on a new a us pilot filmed in albuquerque . simmons described it as `` a reality show about animals '' . simmons regularly appears on the comedy quiz show `` dirty laundry live '' . simmons has been described as `` one of the most daring and unconventional comics in australia if not the world '' . he received the moosehead award in 2013 , the best emerging comedy award in 2006 and the the groggy squirrel critics ' award in 2006 , and the directors ' choice award in 2008 . birth_date: 19 march 1977","sam simmons is an australian comedian and radio and tv presenter, based in los angeles. between simmons' stand-up comedy and acting as a regular host on triple j as well as jtv interviewing bands, he developed his style of non-sequitur and surrealist humor. this led to his first television show, `` the urban monkey with murray foote '' , in 2009, with janis mcgavin. in 2012, simmons followed up with a sketch-style tv series `` problems '' , with a tone more similar to that of his surrealist stand-up shows. sam simmons performed at tedxsydney in 2014 and is now working on a new us pilot filmed in albuquerque. simmons described it as `` a reality show about animals '' . simmons regularly appears on the comedy quiz show `` dirty laundry live '' . simmons has been described as `` one of the most daring and unconventional comics in australia if not the world '' . he received the moosehead award in 2013, the best emerging comedy award in 2006 and the the groggy squirrel critics' award in 2006, and the directors' choice award in 2008.",arts & entertainment,comedian,australian,7.4441333,7.5582743
hetty cary,"hetty carr cary was the wife of csa general john pegram and , later , of pioneer physiologist h. newell martin . she is best remembered for making the first three battle flags of the confederacy . hetty was related to two of virginia 's most influential families , the jeffersons and the randolphs . she was also a lineal descendant of pocahontas . henry kyd douglas , in `` i rode with stonewall '' , described hetty as `` the most beautiful woman of her day and generation '' and `` the handsomest woman in the southland -- with her classic face , her pure complexion , her auburn hair . her perfect figure and her carriage , altogether the most beautiful woman i ever saw in any land . '' death_date: 27 september 1892 | birth_place: baltimore maryland | parents: wilson miles cary jane margaret carr | birth_date: 15 may 1836","hetty cary, born hetty carr cary on may 15, 1836 in baltimore, maryland, was an american actress best remembered for making the first three battle flags of the confederacy. she was related to two of virginia's most influential families, the jeffersons and the randolphs, and was a lineal descendant of pocahontas. henry kyd douglas, in 'i rode with stonewall', described hetty as 'the most beautiful woman of her day and generation' and 'the handsomest woman in the southland -- with her classic face, her pure complexion, her auburn hair, her perfect figure and her carriage, altogether the most beautiful woman i ever saw in any land.'",arts & entertainment,actor,american,6.3584313,9.755363
janice karman,"janice felice karman is an american film producer , record producer , singer , and voice artist . she is the co-owner of bagdasarian productions with her husband ross bagdasarian , jr. . karman was born in los angeles , california . her father was psychologist harvey leroy karman . her mother , felice , was also a psychologist . karman played the role of bunny in the 1975 film `` switchblade sisters '' . the focus of bagdasarian productions company is on creating albums , cartoons , and other products based on the alvin and the chipmunks characters , who were created by bagdasarian 's father ross bagdasarian , sr. . besides helping to produce the records and cartoons , karman provides the voice of theodore and the members of the female spin-off group the chipettes : brittany , jeanette , and eleanor . in `` little alvin and the mini-munks '' , janice also got to play the role of lalu . she originally voiced theodore in the live-action/computer-animated film adaptation , but for promotional reasons theodore was re-recorded by the singer and actor jesse mccartney . however , karman does provide theodore 's singing voice in the film . karman and her husband have two children , a daughter vanessa and a son michael . children: vanessa michael b. 1990 | birth_place: los angeles california u.s. | parents: harvey kerman karman and felice | birth_date: 21 may 1954","janice felice karman is an american film producer, record producer, singer, and voice artist. She is the co-owner of Bagdasarian Productions with her husband Ross Bagdasarian, Jr. Karman was born in Los Angeles, California. Her father was psychologist Harvey Leroy Karman. Her mother, Felice, was also a psychologist. Karman played the role of Bunny in the 1975 film Switchblade Sisters. The focus of Bagdasarian Productions company is on creating albums, cartoons, and other products based on the Alvin and the Chipmunks characters, who were created by Bagdasarian's father Ross Bagdasarian, Sr. Besides helping to produce the records and cartoons, Karman provides the voice of Theodore and the members of the female spin-off group the Chipettes: Brittany, Jeanette, and Eleanor. In Little Alvin and the Mini-Munks, Janice also got to play the role of Lalu. She originally voiced Theodore in the live-action/computer-animated film adaptation, but for promotional reasons Theodore was re-recorded by the singer and actor Jesse McCartney. However, Karman does provide Theodore's singing voice in the film. Karman and her husband have two children, a daughter Vanessa and a son Michael.",arts & entertainment,actor,american,7.260747,8.06127
jim mcgreevey,"james edward `` jim '' mcgreevey is an american seminarian , politician and member of the democratic party from the state of new jersey . he served in the new jersey general assembly from 1990 to 1992 , as the mayor of woodbridge township from 1991 to 2002 and in the new jersey senate from 1994 to 1998 . he was the democratic nominee for governor of new jersey in 1997 but was narrowly defeated by republican incumbent christine todd whitman . he ran again in 2001 and was elected by a large margin . in early 2002 , mcgreevey was criticized for appointing israeli national golan cipel as homeland security adviser even though he lacked experience or other qualifications for the position . cipel resigned but threats from his lawyers about sexual harassment lawsuits prompted mcgreevey to announce , on august 12 , 2004 , that he was gay and would resign the governorship , effective november 15 , 2004 . this made mcgreevey the first openly gay governor in united states history . mcgreevey attended the general theological seminary in new york city to obtain his master of divinity degree , a requirement to becoming an episcopal priest . he volunteered service through exodus transitional community to former prisoners seeking rehabilitation at the church of living hope in new york city . in july 2013 , mcgreevey was appointed head of jersey city 's employment & training program . children: morag jacqueline | birth_date: 06 august 1957 | alma_mater: columbia university georgetown university harvard university general theological seminary | profession: politician seminarian | party: democrat | office: governor of new jersey | religion: episcopalian","{   ""summary"": ""james edward `` jim '' mcgreevey is an american seminarian, politician and member of the democratic party from the state of new jersey. he served in the new jersey general assembly from 1990 to 1992, as the mayor of woodbridge township from 1991 to 2002 and in the new jersey senate from 1994 to 1998. he was the democratic nominee for governor of new jersey in 1997 but was narrowly defeated by republican incumbent christine todd whitman. he ran again in 2001 and was elected by a large margin. in early 2002, mcgreevey was criticized for appointing israeli national golan cipel as homeland security adviser even though he lacked experience or other qualifications for the position. cipel resigned but threats from his lawyers about sexual harassment lawsuits prompted mcgreevey to announce, on august 12, 2004, that he was gay and would resign the governorship, effective november 15, 2004. this made mcgreevey the first openly gay governor in united states history. mcgreevey attended the general theological seminary in new york city to obtain his master of divinity degree, a requirement to becoming an episcopal priest. he volunteered service through exodus transitional community to former prisoners seeking rehabilitation at the church of living hope in new york city. in july 2013, mcgreevey was appointed head of jersey city's employment & training program."",   ""area"": ""politics & law"",   ""profession"": ""governor"",   ""n",other,unknown,unknown,4.8326654,10.956281
john korty,"john korty is an american film director and animator , best known for the television film `` the autobiography of miss jane pittman '' and the documentary `` who are the debolts ? and where did they get nineteen kids ? '' , as well as the theatrical animated feature `` twice upon a time '' . he has won an academy award for best documentary feature and several other major awards . he is described by the film critic leonard maltin as `` a principled filmmaker who has worked both outside and within the mainstream , attempting to find projects that support his humanistic beliefs '' . birth_place: lafayette indiana | awards: '' they get nineteen kids ? '' who '' the autobiography of miss jane pittman '' the debolts ? and where did | birth_date: 22 july 1936 | occupation: director producer writer","john korty is an american film director and animator, best known for the television film 'the autobiography of miss jane pittman' and the documentary 'who are the debolts? and where did they get nineteen kids?', as well as the theatrical animated feature 'twice upon a time'. he has won an academy award for best documentary feature and several other major awards. he is described by the film critic leonard maltin as 'a principled filmmaker who has worked both outside and within the mainstream, attempting to find projects that support his humanistic beliefs'.",arts & entertainment,director,american,6.6086593,8.392772
erin gleave,"erin gleave is an australian model , actress , presenter and television personality . mcnaught grew up in australia alongside her older brothers and began playing in a band named `` short straw '' in her teenage years . after starting a career in modelling she represented australia at the miss universe 2006 competition but did not progress well . after her participation mcnaught went onto secure more modelling contracts and television jobs . in 2007 she took acting classes and secured a part in the soap opera `` neighbours '' playing the role of sienna cammeniti . in 2010 she was employed by mtv and fronted their `` mtv hits weekly hot30 countdown '' show . children: 1 | birth_place: canberra australian capital territory australia | title: miss australia 2006 | birth_date: 22 may 1982","erin gleave is an australian model, actress, presenter, and television personality. She began her career in modelling and represented australia at the miss universe 2006 competition. After her participation, she secured more modelling contracts and television jobs. In 2007, she took acting classes and secured a part in the soap opera 'neighbours' playing the role of sienna cammeniti. In 2010, she was employed by mtv and fronted their 'mtv hits weekly hot30 countdown' show. She is known for her role in 'neighbours' and her work as a television personality.",arts & entertainment,actor,australian,8.148873,8.012913
linda anita carty,"linda anita carty is a woman possessing both united states and british citizenship on death row in texas . she was convicted and sentenced to death in february 2002 for the abduction and murder of 25-year-old joana rodriguez , in order to steal her new born son . carty claims she was framed by drug dealers in response to her work as an informant and has appealed her conviction . her appeals have been unsuccessful to date , but she launched a fresh appeal in 2015 . barring the granting of clemency , she stands to become the first female british national to be executed since ruth ellis in 1955 , and the first british black woman executed in more than a century . birth_place: saint kitts island | birth_date: 05 october 1958 | occupation: laborer former undercover u.s. d.e.a. drug informant . former primary school teacher october 2011 .","linda anita carty is a woman possessing both united states and british citizenship on death row in texas. she was convicted and sentenced to death in february 2002 for the abduction and murder of 25-year-old joana rodriguez, in order to steal her newborn son. carty claims she was framed by drug dealers in response to her work as an informant and has appealed her conviction. her appeals have been unsuccessful to date, but she launched a fresh appeal in 2015. barring the granting of clemency, she stands to become the first female british national to be executed since ruth ellis in 1955, and the first british black woman executed in more than a century.",politics & law,former undercover u.s. d.e.a. drug informant,british,6.732037,9.50862
Último guerrero,"josé gutiérrez hernández , better known under the ring name Último guerrero is a mexican currently working for consejo mundial de lucha libre , where he is also part of the booking committee and former cmll world heavyweight championship . Último guerrero is a charter member of the stable of wrestlers known as los guerreros de infierno / los guerreros de la atlantida and has made appearances for total nonstop action wrestling where he as part of team mexico won the 2008 world x cup . guerrero and dragón rojo , jr. are the longest reigning cmll world tag team champions in history . Último guerrero is not related to lucha libre legend gory guerrero or any of his children , `` guerrero '' in this case is the spanish word for warrior and not his surname . up until september 19 , 2014 Último guerrero lost his mask after losing a match to atlantis after which he was forced to unmask and reveal his birth name . birth_place: gómez palacio durango mexico | birth_date: 1 march 1972","josé gutiérrez hernández, better known under the ring name Último guerrero, is a mexican currently working for consejo mundial de lucha libre, where he is also part of the booking committee and former cmll world heavyweight championship. Último guerrero is a charter member of the stable of wrestlers known as los guerreros de infierno / los guerreros de la atlantida and has made appearances for total nonstop action wrestling where he as part of team mexico won the 2008 world x cup. guerrero and dragón rojo, jr. are the longest reigning cmll world tag team champions in history. Último guerrero is not related to lucha libre legend gory guerrero or any of his children, `` guerrero '' in this case is the spanish word for warrior and not his surname. up until september 19, 2014 Último guerrero lost his mask after losing a match to atlantis after which he was forced to unmask and reveal his birth name. Último guerrero is an actor in the arts & entertainment field.",arts & entertainment,actor,mexican,8.811156,8.395047
rafael montalvo,"rafael edgardo montalvo torres is a former major league baseball pitcher whose time in the big leagues consisted of only one inning in one game at the age of 22 . he holds the record with several other pitchers for having the shortest career . his one appearance came on sunday , april 13 , as a member of the houston astros . he pitched one inning against the atlanta braves and allowed one run , one hit , and two walks . shortly thereafter he was demoted to the tucson toros in the minor leagues . after the astros reached the 1986 nlcs he was awarded $ 500 as his share of the winnings . -lsb- http://www.chron.com/cda/archives/archive.mpl?id=1986_429884] birth_place: río piedras puerto rico | position: pitcher | birth_date: 31 march 1964","rafael montalvo is a former major league baseball pitcher whose time in the big leagues consisted of only one inning in one game at the age of 22. he holds the record with several other pitchers for having the shortest career. his one appearance came on sunday, april 13, as a member of the houston astros. he pitched one inning against the atlanta braves and allowed one run, one hit, and two walks. shortly thereafter he was demoted to the tucson toros in the minor leagues. after the astros reached the 1986 nlcs he was awarded $500 as his share of the winnings. rafael edgardo montalvo torres was born on march 31, 1964, in río piedras, puerto rico. he is a pitcher.",sports,pitcher,puerto rican,8.9607725,10.515558
eliades ochoa,"eliades ochoa is a cuban guitarist and singer from loma de la avispa , songo la maya in the east of the country near santiago de cuba . he began playing the guitar when he was six and in 1978 he was invited to join cuarteto patria , a group founded in 1939 , as its leader . although he looks like a `` guajiro '' , and he still wears his trademark cowboy hat , his roots are in the son , and he only agreed to take on the role of leader if he was allowed to introduce new elements to the repertoire . he plays the tres , and also a variant called `` cuatro '' . his involvement with the buena vista social club and the wim wenders film of the same name , has led him to worldwide fame . in 2010 he recorded an album with a number of cuban and malian musicians , including toumani diabaté , titled afrocubism . associated_acts: cuarteto patria | background: solo_singer | birth_date: 22 june 1946 | instrument: vocals guitar tres | genre: latin jazz salsa | occupation: musician songwriter record producer","eliades ochoa is a cuban guitarist and singer from loma de la avispa , songo la maya in the east of the country near santiago de cuba . he began playing the guitar when he was six and in 1978 he was invited to join cuarteto patria , a group founded in 1939 , as its leader . although he looks like a `` guajiro '' , and he still wears his trademark cowboy hat , his roots are in the son , and he only agreed to take on the role of leader if he was allowed to introduce new elements to the repertoire . he plays the tres , and also a variant called `` cuatro '' . his involvement with the buena vista social club and the wim wenders film of the same name , has led him to worldwide fame . in 2010 he recorded an album with a number of cuban and malian musicians , including toumani diabaté , titled afrocubism .",arts & entertainment,musician,cuban,6.6330867,6.3413506
s tarapore,"shavir tarapore is an indian one day international and twenty20 cricket umpire , who has umpired 4 tests , 25 odis and 3 t20is , as of 2014 . shavir tarapore first stood in an international odi in 1999 . he also played a few games for karnataka in a career spanning from 1980/81 to 1986/87 . he played 6 matches , scoring 20 runs with a high score of 15 . he also picked up 9 wickets with his legbreaks at an average of 37.66 . he took 3 catches in those 6 games . shavir tarapore was inducted into the icc 's international panel of umpires , as a replacement for suresh shastri . his father keki tarapore was indian cricketer rahul dravid 's childhood coach . birth_date: 26 december 1957 | birth_place: calcutta india | role: umpire | date: 1957 12 26 yes","shavir tarapore is an indian one day international and twenty20 cricket umpire, who has umpired 4 tests, 25 odis and 3 t20is, as of 2014. shavir tarapore first stood in an international odi in 1999. he also played a few games for karnataka in a career spanning from 1980/81 to 1986/87. he played 6 matches, scoring 20 runs with a high score of 15. he also picked up 9 wickets with his legbreaks at an average of 37.66. he took 3 catches in those 6 games. shavir tarapore was inducted into the icc's international panel of umpires, as a replacement for suresh shastri. his father keki tarapore was indian cricketer rahul dravid's childhood coach.",sports,umpire,indian,11.170853,8.138816
pekka strang,pekka kristian strang is an actor and the artistic director of lilla teatern in helsinki since 2005 . he grew up in vaasa on the finnish west coast . in 1997 he was admitted to the theatre academy of finland and he graduated in 2001 . the same year he graduated he starred in the movie `` drakarna över helsingfors '' and in 2004 he had a role in `` lapsia ja aikuisia '' . birth_date: 23 july 1977,"Pekka Kristian Strang is an actor and the artistic director of Lilla Teatern in Helsinki since 2005. He grew up in Vaasa on the Finnish west coast. In 1997, he was admitted to the Theatre Academy of Finland and graduated in 2001. The same year he graduated, he starred in the movie 'Drakarna över Helsingfors' and in 2004 he had a role in 'Lapsia ja aikuisia'.",arts & entertainment,actor,finnish,5.3687615,8.189781
troy makepeace,"troy makepeace is an australian rules footballer with the casey scorpions of the victorian football league , formerly with the kangaroos of the australian football league . drafted by the kangaroos in the 6th round of the 1999 afl draft , makepeace made his afl debut in 2000 and was a key player in the kangaroos ' back line for many years . in 2005 he represented australia for the international rules series . in 2006 makepeace found his playing time limited , as he played just 12 games . at the end of that season , the seven-year veteran was delisted by the kangaroos . not picked up by an afl club , makepeace played for the vfl 's casey scorpions in 2007 . troy has since returned to the club he was originally plucked from , the moe lions , and is captain/coach of the club . more recently troy appeared on channel 10 game show family feud . birth_date: 6 march 1979","troy makepeace is an australian rules footballer with the casey scorpions of the victorian football league, formerly with the kangaroos of the australian football league. drafted by the kangaroos in the 6th round of the 1999 afl draft, makepeace made his afl debut in 2000 and was a key player in the kangaroos' back line for many years. in 2005 he represented australia for the international rules series. in 2006 makepeace found his playing time limited, as he played just 12 games. at the end of that season, the seven-year veteran was delisted by the kangaroos. not picked up by an afl club, makepeace played for the vfl's casey scorpions in 2007. troy has since returned to the club he was originally plucked from, the moe lions, and is captain/coach of the club. more recently troy appeared on channel 10 game show family feud.",sports,afl player,australian,11.639486,7.2505074
vivien s. crea,"vice admiral vivien s. crea was the 25th vice commandant of the united states coast guard under admiral thad w. allen . crea held the second highest position in the coast guard , and she is the first woman to do so . she is the former commander of the coast guard atlantic area , and was confirmed by the senate to her historic post in june 2006 . crea retired on august 7 , 2009 , and was replaced by vadm david pekoske . crea was the first woman to attain flag rank in the united states coast guard . in 2010 she became the first coast guard aviator to be inducted into the women in aviation international pioneer hall of fame . branch: united states coast guard | birth_place: seoul south korea | allegiance: united states of america | awards: homeland medal defense superior service medal legion of merit distinguished service medal coast guard distinguished service | battles: cold war september 11 2001 attacks | birth_date: 1952 | rank: vice admiral","Vivien S. Crea, born in Seoul, South Korea, is the first woman to attain flag rank in the United States Coast Guard. She served as the 25th Vice Commandant of the Coast Guard under Admiral Thad W. Allen, holding the second highest position in the Coast Guard. Crea is a trailblazer, being the first woman to do so. She retired in 2009 and was replaced by VADM David Pekoske. In 2010, she became the first Coast Guard aviator to be inducted into the Women in Aviation International Pioneer Hall of Fame. Crea's career in the Coast Guard spanned over three decades, during which she served in various roles, including Commander of the Coast Guard Atlantic Area.",military,commander,american,6.312888,9.841272
richard bach,"richard david bach is an american writer . he is widely known as the author of the hugely popular 1970s best-sellers `` jonathan livingston seagull '' and `` illusions : the adventures of a reluctant messiah '' , among others . bach 's books espouse his philosophy that our apparent physical limits and mortality are merely appearance . bach is noted for his love of flying and for his books related to air flight and flying in a metaphorical context . he has pursued flying as a hobby since the age of 17 . in late august 2012 bach was badly injured when on approach to landing at friday harbor , washington his aircraft clipped some power lines and crashed upside down in a field . birth_place: oak park illinois . u.s. | birth_date: 23 june 1936 | genre: aviation fantasy philosophy","richard david bach is an american writer. he is widely known as the author of the hugely popular 1970s best-sellers `` jonathan livingston seagull '' and `` illusions : the adventures of a reluctant messiah '' , among others . bach 's books espouse his philosophy that our apparent physical limits and mortality are merely appearance . bach is noted for his love of flying and for his books related to air flight and flying in a metaphorical context . he has pursued flying as a hobby since the age of 17 . in late august 2012 bach was badly injured when on approach to landing at friday harbor , washington his aircraft clipped some power lines and crashed upside down in a field .",arts & entertainment,writer,american,6.5920672,9.253551
juan berenguer,"juan bautista berenguer is a former major league baseball pitcher for the new york mets , atlanta braves , detroit tigers , minnesota twins and other teams . he had a career record of 67 wins and 62 losses . a mean-looking , husky panamanian with long hair and a mustache , he was called `` pancho villa '' by his teammates . twins fans admiringly referred to him as `` senor smoke '' or `` el gasolino , '' due to his mid-90s mph fastball . birth_place: aguadulce panama | position: pitcher | birth_date: 30 november 1954","Juan Bautista Berenguer is a former Major League Baseball pitcher, known for his mid-90s mph fastball and nicknamed 'Pancho Villa' by his teammates. Born in Aguadulce, Panama, he played for the New York Mets, Atlanta Braves, Detroit Tigers, Minnesota Twins, and other teams, compiling a career record of 67 wins and 62 losses. Twins fans admiringly referred to him as 'Senor Smoke' or 'El Gasolino'.",sports,pitcher,panamanian,8.777575,10.244555
martin boyd,"martin à beckett boyd was an australian writer born into the à beckett -- boyd family -- a family synonymous with the establishment , the judiciary , publishing and literature , and the visual arts since the early 19th century in australia . boyd was a novelist , memoirist and poet who spent most of his life after world war one in europe , primarily britain . his work drew heavily on his own life and family , with his novels frequently exploring the experiences of the anglo-australian upper and middle classes . his writing was also deeply influenced by his experience of serving in world war one . boyd 's siblings included the potter william merric boyd , painters theodore penleigh boyd and helen à beckett read , née boyd . he was intensely involved in family life and took a keen interest in the development of his nephews and nieces and their families , including potter lucy beck , painter arthur boyd , sculptor guy boyd , painter david boyd , painter mary nolan - who was married to painters john perceval and sidney nolan and architect robin boyd . his nephew guy boyd was his literary executor . death_date: 3 june 1972 | children: nil | birth_place: lucerne switzerland | parents: arthur merric boyd emma minnie à beckett | birth_date: 10 june 1893 | known_for: novels autobiographies family | residence: australia britain rome | education: trinity grammar school | occupation: novelist autobiographer poet","martin boyd was an australian writer born into the à beckett -- boyd family -- a family synonymous with the establishment , the judiciary , publishing and literature , and the visual arts since the early 19th century in australia . boyd was a novelist , memoirist and poet who spent most of his life after world war one in europe , primarily britain . his work drew heavily on his own life and family , with his novels frequently exploring the experiences of the anglo-australian upper and middle classes . his writing was also deeply influenced by his experience of serving in world war one . boyd 's siblings included the potter william merric boyd , painters theodore penleigh boyd and helen à beckett read , née boyd . he was intensely involved in family life and took a keen interest in the development of his nephews and nieces and their families , including potter lucy beck , painter arthur boyd , sculptor guy boyd , painter david boyd , painter mary nolan - who was married to painters john perceval and sidney nolan and architect robin boyd . his nephew guy boyd was his literary executor .",arts & entertainment,writer,australian,6.2249894,8.234597
die haut,"die haut were an experimental german post-punk post-rock band , who enjoyed some local success in berlin during the 1980s and 1990s , with one record where nick cave was involved in the mixdown , `` burnin ' the ice '' . the only constant member was christoph dreher . formed as an instrumental rock quartet , many of their recordings and live performances featured an array of international guest vocalists . their last full-length album was `` spring '' followed by a remix album called `` springer '' . at the same time the band went on hiatus , remo park and christoph dreher have continued to work as separate acts , and jochen arbeit with rudi moser joined the berlin-based underground legend einstürzende neubauten . background: group_or_band | genre: post-punk post-rock | origin: germany","die haut were an experimental german post-punk post-rock band, who enjoyed some local success in berlin during the 1980s and 1990s, with one record where nick cave was involved in the mixdown, `` burnin' the ice ''. the only constant member was christoph dreher. formed as an instrumental rock quartet, many of their recordings and live performances featured an array of international guest vocalists. their last full-length album was `` spring '' followed by a remix album called `` springer ''. at the same time the band went on hiatus, remo park and christoph dreher have continued to work as separate acts, and jochen arbeit with rudi moser joined the berlin-based underground legend einstürzende neubauten.",arts & entertainment,musician,german,6.3527746,5.8286386
edward bigelow jolliffe,"edward bigelow `` ted '' jolliffe , qc was a canadian social democratic politician and lawyer from ontario . he was the first leader of the ontario section of the co-operative commonwealth federation and leader of the official opposition in the ontario legislature during the 1940s and 1950s . he was a rhodes scholar in the mid-1930s , and came back to canada to help the ccf , after his studies were complete and being called to the bar in england and ontario . after politics , he practised labour law in toronto and would eventually become a labour adjudicator . in retirement , he moved to british columbia , where he died in 1998 . death_date: 18 march 1998 | children: naomi john nancy and thomas | birth_date: march 2 1909 | residence: toronto ontario | birth_place: luchow china | party: co-operative commonwealth federation | office: leader member of provincial parliament of the ontario ccf member of provincial parliament | religion: united church of canada","edward bigelow jolliffe, qc was a canadian social democratic politician and lawyer from ontario. he was the first leader of the ontario section of the co-operative commonwealth federation and leader of the official opposition in the ontario legislature during the 1940s and 1950s. he was a rhodes scholar in the mid-1930s, and came back to canada to help the ccf, after his studies were complete and being called to the bar in england and ontario. after politics, he practised labour law in toronto and would eventually become a labour adjudicator. in retirement, he moved to british columbia, where he died in 1998.",politics & law,politician,canadian,6.473032,11.76499
joel m. reed,"joel m. reed is an american film director , producer and writer . reed is best known for directing the controversial `` blood sucking freaks '' . `` blood sucking freaks '' was a notorious horror comedy that has since achieved cult status but upon its initial release was the subject of protests . reed is also known for the films `` the g.i. executioner '' , `` career bed '' , `` blood bath '' , and `` night of the zombies '' . reed wrote and directed `` blood bath '' which was produced by the trans-orient entertainment corporation and had a budget of $ 100,000 . in a 1974 interview with `` the new york times '' , he described the film as a `` contemporary , episodic occult-horror adventure '' . harve presnell starred in the film as a producer of horror films who arranges in his studio a black mass. . in may 2012 , reed signed with polus books beginning with his short story zombie wall . birth_place: new york city us | birth_date: 29 december 1933","joel m. reed is an american film director, producer, and writer. Reed is best known for directing the controversial 'blood sucking freaks'. 'blood sucking freaks' was a notorious horror comedy that has since achieved cult status but upon its initial release was the subject of protests. Reed is also known for the films 'the g.i. executioner', 'career bed', 'blood bath', and 'night of the zombies'. Reed wrote and directed 'blood bath' which was produced by the trans-orient entertainment corporation and had a budget of $100,000. In a 1974 interview with 'the new york times', he described the film as a 'contemporary, episodic occult-horror adventure'. Harve Presnell starred in the film as a producer of horror films who arranges in his studio a black mass. In May 2012, Reed signed with Polus Books beginning with his short story 'zombie wall'.",arts & entertainment,filmmaker,american,6.922472,7.451272
solomon iron nation,"iron nation was a principal chief of the lower brulé lakota . he was one of the signers of the september 17 , 1851 treaty of fort laramie along with people from lakota , cheyenne , arapaho , and other tribes . he also signed the october 14 , 1865 treaty at fort sully with other lakota chiefs , which established the lower brule indian reservation . a state historic marker near the lower brule agency reads : on october 14 , 1865 , at fort sully the lower brule band by iron nation , white buffalo cow , little pheasant and 12 others , signed a treaty . it differed from the others signed there in that it set up a reservation 20 miles long and 10 back from the river between white river and fort lookout . the 1,800 lower brules were to get $ 6,000 a year and families who went to farming were to get $ 25.00 bonus . in 1866 , they planted some acreage and to their great surprise got 2,000 bushels of grain . chief iron nation signed the 1868 treaty at fort laramie in wyoming which eliminated u.s. forts along the bozeman trail in montana and established the great sioux reservation . chief iron nation also signed the black hills agreement in september 1876 . u.s. government agents went to the various indian agencies to obtain signatures signing away lakota rights to the black hills , which the lakota consider sacred . the black hills had been guaranteed to the lakota by the 1868 treaty signed at ft. laramie , but this was before gold was found , which resulted in the black hills gold rush . chief iron nation died of pneumonia at his home on the sioux reservation november 15 , 1894 . the south dakota department of tribal government relations website notes , `` he has been described as a just and noble leader . '' he was inducted into the south dakota hall of fame in 2006 . an 1867 photograph of iron nation by alexander gardner is held in the collections of the princeton university library . two members of the lower brule sioux tribe produced a 12-minute animated film about iron nation in 1997 . birth_date: february 1815 | name: solomon iron nation","{   ""summary"": ""solomon iron nation was a principal chief of the lower brulé lakota. he was one of the signers of the september 17, 1851 treaty of fort laramie along with people from lakota, cheyenne, arapaho, and other tribes. he also signed the october 14, 1865 treaty at fort sully with other lakota chiefs, which established the lower brule indian reservation. a state historic marker near the lower brule agency reads: on october 14, 1865, at fort sully the lower brule band by iron nation, white buffalo cow, little pheasant and 12 others, signed a treaty. it differed from the others signed there in that it set up a reservation 20 miles long and 10 back from the river between white river and fort lookout. the 1,800 lower brules were to get $6,000 a year and families who went to farming were to get $25.00 bonus. in 1866, they planted some acreage and to their great surprise got 2,000 bushels of grain. chief iron nation signed the 1868 treaty at fort laramie in wyoming which eliminated u.s. forts along the bozeman trail in montana and established the great sioux reservation. chief iron nation also signed the black hills agreement in september 1876. u.s. government agents went to the various indian agencies to obtain signatures signing away lakota rights to the black hills, which the lakota consider sacred. the black hills had been guaranteed to the lakota by the 1868 treaty signed at ft. l",other,unknown,unknown,6.117755,10.518731
